frame,id,x,y,x_offset,y_offset
7,3,1487.77,432.24,17.309999999999945,19.860000000000014
7,4,1080.11,336.88,18.660000000000082,6.720000000000027
7,5,1220.59,323.6,20.50999999999999,11.079999999999984
7,6,1211.38,319.1,26.589999999999918,9.46999999999997
7,7,1070.11,499.05,21.02000000000021,11.079999999999984
7,8,1089.75,476.46,18.460000000000036,7.760000000000048
7,9,1188.99,590.72,32.08999999999992,10.409999999999968
8,1,1212.98,416.44,23.660000000000082,16.639999999999986
8,2,1149.33,414.46,27.580000000000155,10.340000000000032
8,3,1487.84,432.29,17.300000000000182,19.859999999999957
8,4,1080.11,336.8,18.65000000000009,6.769999999999982
8,5,1220.54,323.32,20.38000000000011,11.160000000000025
8,6,1211.4,319.03,26.449999999999818,9.560000000000002
8,7,1070.25,499.02,21.029999999999973,11.129999999999995
8,8,1089.43,476.49,18.649999999999864,7.769999999999982
8,9,1188.76,590.62,32.0,10.600000000000023
9,1,1212.98,416.4,23.319999999999936,16.960000000000036
9,2,1149.07,414.38,27.580000000000155,10.340000000000032
9,3,1487.92,432.34,17.279999999999973,19.850000000000023
9,4,1080.11,336.71,18.65000000000009,6.819999999999993
9,5,1220.49,323.04,20.25,11.25
9,6,1211.42,318.96,26.299999999999955,9.650000000000034
9,7,1070.39,498.99,21.049999999999955,11.189999999999998
9,8,1089.1,476.53,18.850000000000136,7.760000000000048
9,9,1188.52,590.53,31.920000000000073,10.769999999999982
10,1,1212.98,416.36,22.980000000000018,17.279999999999973
10,2,1148.81,414.3,27.580000000000155,10.349999999999966
10,3,1487.99,432.39,17.269999999999982,19.850000000000023
10,4,1080.11,336.63,18.6400000000001,6.860000000000014
10,5,1220.44,322.76,20.1099999999999,11.340000000000032
10,6,1211.43,318.89,26.159999999999854,9.740000000000009
10,7,1070.53,498.96,21.069999999999936,11.240000000000009
10,8,1088.78,476.56,19.029999999999973,7.769999999999982
10,9,1188.29,590.43,31.829999999999927,10.960000000000036
11,1,1212.98,416.31,22.639999999999873,17.620000000000005
11,2,1148.55,414.23,27.580000000000155,10.339999999999975
11,3,1488.07,432.43,17.25999999999999,19.860000000000014
11,4,1080.11,336.55,18.6400000000001,6.899999999999977
11,5,1220.38,322.47,19.98999999999978,11.439999999999998
11,6,1211.45,318.82,26.00999999999999,9.829999999999984
11,7,1070.66,498.93,21.089999999999918,11.300000000000011
11,8,1088.46,476.6,19.220000000000027,7.759999999999991
11,9,1188.05,590.33,31.75,11.149999999999977
12,1,1212.98,416.27,22.299999999999955,17.939999999999998
12,2,1148.29,414.15,27.590000000000146,10.340000000000032
12,3,1488.14,432.48,17.25,19.859999999999957
12,4,1080.11,336.47,18.6400000000001,6.939999999999998
12,5,1220.33,322.19,19.860000000000127,11.519999999999982
12,6,1211.47,318.75,25.8599999999999,9.920000000000016
12,7,1070.8,498.9,21.110000000000127,11.350000000000023
12,8,1088.14,476.64,19.409999999999854,7.759999999999991
12,9,1187.81,590.24,31.660000000000082,11.319999999999936
13,1,1212.98,416.23,21.960000000000036,18.25999999999999
13,2,1148.03,414.07,27.589999999999918,10.340000000000032
13,3,1488.21,432.53,17.24000000000001,19.860000000000014
13,4,1080.11,336.38,18.63000000000011,6.990000000000009
13,5,1220.28,321.91,19.730000000000018,11.609999999999957
13,6,1211.49,318.69,25.710000000000036,9.990000000000009
13,7,1070.94,498.88,21.11999999999989,11.389999999999986
13,8,1087.81,476.67,19.610000000000127,7.769999999999982
13,9,1187.58,590.14,31.570000000000164,11.509999999999991
14,1,1212.98,416.18,21.61999999999989,18.589999999999975
14,2,1147.78,413.99,27.579999999999927,10.349999999999966
14,3,1488.29,432.58,17.230000000000018,19.860000000000014
14,4,1080.11,336.3,18.63000000000011,7.029999999999973
14,5,1220.23,321.63,19.59999999999991,11.699999999999989
14,6,1211.51,318.62,25.569999999999936,10.079999999999984
14,7,1071.07,498.85,21.15000000000009,11.449999999999989
14,8,1087.49,476.71,19.799999999999955,7.760000000000048
14,9,1187.34,590.04,31.49000000000001,11.690000000000055
15,1,1212.98,416.14,21.279999999999973,18.910000000000025
15,2,1147.52,413.92,27.579999999999927,10.339999999999975
15,3,1488.36,432.63,17.220000000000027,19.860000000000014
15,4,1080.11,336.22,18.63000000000011,7.069999999999993
15,5,1220.18,321.34,19.470000000000027,11.79000000000002
15,6,1211.52,318.55,25.430000000000064,10.170000000000016
15,7,1071.21,498.82,21.170000000000073,11.5
15,8,1087.17,476.74,19.980000000000018,7.769999999999982
15,9,1187.1,589.95,31.410000000000082,11.870000000000005
16,1,1212.98,416.1,20.940000000000055,19.22999999999996
16,2,1147.26,413.84,27.579999999999927,10.340000000000032
16,3,1488.44,432.68,17.200000000000045,19.860000000000014
16,4,1080.11,336.14,18.62000000000012,7.110000000000014
16,5,1220.13,321.06,19.339999999999918,11.879999999999995
16,6,1211.54,318.48,25.279999999999973,10.259999999999991
16,7,1071.35,498.79,21.180000000000064,11.560000000000002
16,8,1086.85,476.78,20.170000000000073,7.760000000000048
16,9,1186.87,589.85,31.310000000000173,12.059999999999945
17,1,1212.98,416.06,20.589999999999918,19.560000000000002
17,2,1147.0,413.76,27.579999999999927,10.340000000000032
17,3,1488.51,432.73,17.190000000000055,19.859999999999957
17,4,1080.11,336.05,18.62000000000012,7.159999999999968
17,5,1220.08,320.78,19.210000000000036,11.970000000000027
17,6,1211.56,318.41,25.13000000000011,10.349999999999966
17,7,1071.49,498.76,21.200000000000045,11.610000000000014
17,8,1086.52,476.81,20.37000000000012,7.769999999999982
17,9,1186.63,589.75,31.22999999999979,12.240000000000009
18,1,1212.98,416.01,20.25,19.889999999999986
18,2,1146.74,413.68,27.579999999999927,10.349999999999966
18,3,1488.59,432.78,17.180000000000064,19.860000000000014
18,4,1080.11,335.97,18.610000000000127,7.199999999999989
18,5,1220.02,320.5,19.089999999999918,12.050000000000011
18,6,1211.58,318.34,24.980000000000018,10.430000000000007
18,7,1071.62,498.73,21.220000000000027,11.659999999999968
18,8,1086.2,476.85,20.559999999999945,7.759999999999991
18,9,1186.4,589.66,31.139999999999873,12.420000000000073
19,1,1212.98,415.97,19.910000000000082,20.20999999999998
19,2,1146.48,413.61,27.589999999999918,10.339999999999975
19,3,1488.66,432.83,17.169999999999845,19.860000000000014
19,4,1080.11,335.89,18.610000000000127,7.240000000000009
19,5,1219.97,320.21,18.960000000000036,12.150000000000034
19,6,1211.6,318.28,24.840000000000146,10.510000000000048
19,7,1071.76,498.7,21.24000000000001,11.720000000000027
19,8,1085.88,476.89,20.73999999999978,7.759999999999991
19,9,1186.16,589.56,31.059999999999945,12.600000000000023
20,1,1212.98,415.93,19.569999999999936,20.529999999999973
20,2,1146.22,413.53,27.589999999999918,10.340000000000032
20,3,1488.74,432.88,17.15000000000009,19.860000000000014
20,4,1080.11,335.8,18.610000000000127,7.289999999999964
20,5,1219.92,319.93,18.829999999999927,12.240000000000009
20,6,1211.62,318.21,24.690000000000055,10.600000000000023
20,7,1071.9,498.67,21.25999999999999,11.769999999999982
20,8,1085.56,476.92,20.930000000000064,7.769999999999982
20,9,1185.92,589.46,30.980000000000018,12.789999999999964
21,1,1212.98,415.88,19.230000000000018,20.860000000000014
21,2,1145.97,413.45,27.579999999999927,10.340000000000032
21,3,1488.81,432.93,17.15000000000009,19.860000000000014
21,4,1080.11,335.72,18.600000000000136,7.329999999999984
21,5,1219.87,319.65,18.700000000000045,12.330000000000041
21,6,1211.63,318.14,24.549999999999955,10.689999999999998
21,7,1072.04,498.64,21.269999999999982,11.830000000000041
21,8,1085.23,476.96,21.12999999999988,7.760000000000048
21,9,1185.69,589.37,30.87999999999988,12.960000000000036
22,1,1212.98,415.84,18.889999999999873,21.189999999999998
22,2,1145.71,413.37,27.579999999999927,10.350000000000023
22,3,1488.88,432.98,17.139999999999873,19.859999999999957
22,4,1080.11,335.64,18.600000000000136,7.3700000000000045
22,5,1219.82,319.37,18.570000000000164,12.409999999999968
22,6,1211.65,318.07,24.399999999999864,10.78000000000003
22,7,1072.17,498.61,21.299999999999955,11.879999999999995
22,8,1084.91,476.99,21.319999999999936,7.769999999999982
22,9,1185.45,589.27,30.799999999999955,13.149999999999977
23,1,1212.98,415.8,18.549999999999955,21.50999999999999
23,2,1145.45,413.29,27.579999999999927,10.349999999999966
23,3,1488.96,433.03,17.11999999999989,19.860000000000014
23,4,1080.11,335.56,18.590000000000146,7.410000000000025
23,5,1219.77,319.08,18.440000000000055,12.509999999999991
23,6,1211.67,318.0,24.25,10.860000000000014
23,7,1072.31,498.58,21.309999999999945,11.939999999999998
23,8,1084.59,477.03,21.50999999999999,7.760000000000048
23,9,1185.22,589.17,30.710000000000036,13.340000000000032
24,1,1212.98,415.76,18.210000000000036,21.829999999999984
24,2,1145.19,413.22,27.579999999999927,10.339999999999975
24,3,1489.03,433.08,17.110000000000127,19.860000000000014
24,4,1080.11,335.47,18.590000000000146,7.4599999999999795
24,5,1219.71,318.8,18.319999999999936,12.599999999999966
24,6,1211.69,317.93,24.1099999999999,10.949999999999989
24,7,1072.45,498.55,21.329999999999927,11.990000000000009
24,8,1084.27,477.07,21.690000000000055,7.759999999999991
24,9,1184.98,589.08,30.62999999999988,13.509999999999991
25,1,1212.98,415.71,17.86999999999989,22.160000000000025
25,2,1144.93,413.14,27.579999999999927,10.340000000000032
25,3,1489.11,433.13,17.100000000000136,19.860000000000014
25,4,1080.11,335.39,18.590000000000146,7.5
25,5,1219.66,318.52,18.189999999999827,12.680000000000007
25,6,1211.71,317.87,23.960000000000036,11.029999999999973
25,7,1072.59,498.52,21.350000000000136,12.04000000000002
25,8,1083.94,477.1,21.889999999999873,7.769999999999982
25,9,1184.74,588.98,30.539999999999964,13.699999999999932
26,1,1212.98,415.67,17.529999999999973,22.47999999999996
26,2,1144.67,413.06,27.589999999999918,10.350000000000023
26,3,1489.18,433.18,17.089999999999918,19.860000000000014
26,4,1080.11,335.31,18.580000000000155,7.5400000000000205
26,5,1219.61,318.24,18.060000000000173,12.769999999999982
26,6,1211.72,317.8,23.819999999999936,11.120000000000005
26,7,1072.72,498.49,21.36999999999989,12.099999999999966
26,8,1083.62,477.14,22.080000000000155,7.759999999999991
26,9,1184.51,588.88,30.450000000000045,13.879999999999995
27,1,1212.98,415.63,17.190000000000055,22.810000000000002
27,2,1144.41,412.98,27.589999999999918,10.349999999999966
27,3,1489.26,433.23,17.069999999999936,19.859999999999957
27,4,1080.11,335.23,18.580000000000155,7.579999999999984
27,5,1219.56,317.95,17.930000000000064,12.870000000000005
27,6,1211.74,317.73,23.670000000000073,11.20999999999998
27,7,1072.86,498.46,21.3900000000001,12.150000000000034
27,8,1083.3,477.17,22.269999999999982,7.769999999999982
27,9,1184.27,588.79,30.37000000000012,14.06000000000006
28,1,1212.98,415.58,16.84999999999991,23.140000000000043
28,2,1144.16,412.91,27.579999999999927,10.339999999999975
28,3,1489.33,433.28,17.060000000000173,19.860000000000014
28,4,1080.11,335.14,18.570000000000164,7.639999999999986
28,5,1219.51,317.67,17.799999999999955,12.949999999999989
28,6,1211.76,317.66,23.519999999999982,11.299999999999955
28,7,1073.0,498.43,21.40000000000009,12.20999999999998
28,8,1082.98,477.21,22.460000000000036,7.760000000000048
28,9,1184.04,588.69,30.279999999999973,14.25
29,1,1212.98,415.54,16.50999999999999,23.45999999999998
29,2,1143.9,412.83,27.579999999999927,10.340000000000032
29,3,1489.41,433.33,17.049999999999955,19.860000000000014
29,4,1080.11,335.06,18.570000000000164,7.680000000000007
29,5,1219.46,317.39,17.670000000000073,13.04000000000002
29,6,1211.78,317.59,23.37000000000012,11.380000000000052
29,7,1073.13,498.4,21.429999999999836,12.260000000000048
29,8,1082.65,477.24,22.649999999999864,7.769999999999982
29,9,1183.8,588.59,30.200000000000045,14.42999999999995
30,1,1212.98,415.5,16.170000000000073,23.779999999999973
30,2,1143.64,412.75,27.579999999999927,10.350000000000023
30,3,1489.48,433.38,17.039999999999964,19.860000000000014
30,4,1080.11,334.98,18.570000000000164,7.71999999999997
30,5,1219.41,317.11,17.539999999999964,13.129999999999995
30,6,1211.8,317.52,23.230000000000018,11.470000000000027
30,7,1073.27,498.37,21.450000000000045,12.319999999999993
30,8,1082.33,477.28,22.840000000000146,7.760000000000048
30,9,1183.56,588.5,30.110000000000127,14.610000000000014
31,1,1212.98,415.46,15.829999999999927,24.100000000000023
31,2,1143.38,412.67,27.579999999999927,10.349999999999966
31,3,1489.56,433.43,17.019999999999982,19.860000000000014
31,4,1080.11,334.89,18.560000000000173,7.770000000000039
31,5,1219.35,316.82,17.420000000000073,13.230000000000018
31,6,1211.81,317.46,23.090000000000146,11.550000000000011
31,7,1073.41,498.34,21.45999999999981,12.370000000000005
31,8,1082.01,477.32,23.029999999999973,7.759999999999991
31,9,1183.33,588.4,30.019999999999982,14.790000000000077
32,1,1212.98,415.41,15.490000000000009,24.42999999999995
32,2,1143.12,412.6,27.580000000000155,10.339999999999975
32,3,1489.63,433.48,17.019999999999982,19.859999999999957
32,4,1080.11,334.81,18.560000000000173,7.810000000000002
32,5,1219.3,316.54,17.289999999999964,13.310000000000002
32,6,1211.83,317.39,22.940000000000055,11.639999999999986
32,7,1073.55,498.31,21.480000000000018,12.420000000000016
32,8,1081.69,477.35,23.220000000000027,7.769999999999982
32,9,1183.09,588.3,29.940000000000055,14.980000000000018
33,1,1212.98,415.37,15.150000000000091,24.75999999999999
33,2,1142.86,412.52,27.590000000000146,10.340000000000032
33,3,1489.7,433.53,17.00999999999999,19.860000000000014
33,4,1080.11,334.73,18.550000000000182,7.849999999999966
33,5,1219.25,316.26,17.160000000000082,13.400000000000034
33,6,1211.85,317.32,22.79000000000019,11.730000000000018
33,7,1073.68,498.28,21.50999999999999,12.480000000000018
33,8,1081.36,477.39,23.420000000000073,7.759999999999991
33,9,1182.85,588.21,29.860000000000127,15.149999999999977
34,1,1212.98,415.33,14.809999999999945,25.08000000000004
34,2,1142.6,412.44,27.590000000000146,10.339999999999975
34,3,1489.78,433.58,16.99000000000001,19.860000000000014
34,4,1080.11,334.65,18.550000000000182,7.890000000000043
34,5,1219.2,315.98,17.029999999999973,13.490000000000009
34,6,1211.87,317.25,22.6400000000001,11.810000000000002
34,7,1073.82,498.25,21.519999999999982,12.529999999999973
34,8,1081.04,477.42,23.600000000000136,7.769999999999982
34,9,1182.62,588.11,29.77000000000021,15.340000000000032
35,1,1212.98,415.28,14.470000000000027,25.410000000000025
35,2,1142.35,412.36,27.580000000000155,10.349999999999966
35,3,1489.85,433.63,16.980000000000018,19.860000000000014
35,4,1080.11,334.56,18.550000000000182,7.939999999999998
35,5,1219.15,315.69,16.899999999999864,13.579999999999984
35,6,1211.89,317.18,22.5,11.899999999999977
35,7,1073.96,498.22,21.539999999999964,12.589999999999975
35,8,1080.72,477.46,23.789999999999964,7.760000000000048
35,9,1182.38,588.01,29.679999999999836,15.529999999999973
36,1,1212.98,415.24,14.129999999999882,25.730000000000018
36,2,1142.09,412.29,27.580000000000155,10.339999999999975
36,3,1489.93,433.68,16.970000000000027,19.860000000000014
36,4,1080.11,334.48,18.54000000000019,7.979999999999961
36,5,1219.1,315.41,16.769999999999982,13.669999999999959
36,6,1211.9,317.11,22.3599999999999,11.990000000000009
36,7,1074.1,498.19,21.550000000000182,12.639999999999986
36,8,1080.4,477.5,23.980000000000018,7.759999999999991
36,9,1182.15,587.92,29.589999999999918,15.700000000000045
37,1,1212.98,415.2,13.789999999999964,26.05000000000001
37,2,1141.83,412.21,27.580000000000155,10.340000000000032
37,3,1490.0,433.73,16.960000000000036,19.849999999999966
37,4,1080.11,334.4,18.54000000000019,8.020000000000039
37,5,1219.04,315.13,16.65000000000009,13.759999999999991
37,6,1211.92,317.05,22.210000000000036,12.069999999999993
37,7,1074.23,498.16,21.579999999999927,12.699999999999989
37,8,1080.07,477.53,24.180000000000064,7.770000000000039
37,9,1181.91,587.82,29.50999999999999,15.889999999999986
38,1,1212.98,415.16,13.450000000000045,26.379999999999995
38,2,1141.57,412.13,27.580000000000155,10.340000000000032
38,3,1490.08,433.78,16.940000000000055,19.850000000000023
38,4,1080.11,334.31,18.54000000000019,8.069999999999993
38,5,1218.99,314.85,16.519999999999982,13.839999999999975
38,6,1211.94,316.98,22.059999999999945,12.159999999999968
38,7,1074.37,498.13,21.600000000000136,12.75
38,8,1079.75,477.57,24.36999999999989,7.759999999999991
38,9,1181.67,587.72,29.429999999999836,16.069999999999936
39,1,1212.98,415.11,13.1099999999999,26.70999999999998
39,2,1141.31,412.05,27.580000000000155,10.349999999999966
39,3,1490.15,433.83,16.939999999999827,19.850000000000023
39,4,1080.11,334.23,18.5300000000002,8.109999999999957
39,5,1218.94,314.56,16.37999999999988,13.939999999999998
39,6,1211.96,316.91,21.909999999999854,12.25
39,7,1074.51,498.1,21.6099999999999,12.799999999999955
39,8,1079.43,477.6,24.549999999999955,7.769999999999982
39,9,1181.44,587.63,29.329999999999927,16.25
40,1,1212.98,415.07,12.759999999999991,27.03000000000003
40,2,1141.05,411.98,27.590000000000146,10.339999999999975
40,3,1490.23,433.87,16.920000000000073,19.860000000000014
40,4,1080.11,334.15,18.5300000000002,8.150000000000034
40,5,1218.89,314.28,16.25,14.03000000000003
40,6,1211.98,316.84,21.75999999999999,12.330000000000041
40,7,1074.65,498.07,21.62999999999988,12.860000000000014
40,8,1079.11,477.64,24.74000000000001,7.759999999999991
40,9,1181.2,587.53,29.25,16.440000000000055
41,1,1212.98,415.03,12.420000000000073,27.350000000000023
41,2,1140.79,411.9,27.590000000000146,10.340000000000032
41,3,1490.3,433.92,16.910000000000082,19.859999999999957
41,4,1080.11,334.07,18.52000000000021,8.189999999999998
41,5,1218.84,314.0,16.12000000000012,14.120000000000005
41,6,1212.0,316.77,21.61999999999989,12.420000000000016
41,7,1074.78,498.04,21.65000000000009,12.909999999999968
41,8,1078.78,477.67,24.940000000000055,7.769999999999982
41,9,1180.97,587.43,29.160000000000082,16.620000000000005
42,1,1212.98,414.99,12.079999999999927,27.670000000000016
42,2,1140.54,411.82,27.579999999999927,10.340000000000032
42,3,1490.37,433.97,16.90000000000009,19.859999999999957
42,4,1080.11,333.98,18.52000000000021,8.240000000000009
42,5,1218.79,313.72,15.990000000000009,14.199999999999989
42,6,1212.01,316.7,21.480000000000018,12.509999999999991
42,7,1074.92,498.01,21.669999999999845,12.970000000000027
42,8,1078.46,477.71,25.12999999999988,7.760000000000048
42,9,1180.73,587.34,29.079999999999927,16.799999999999955
43,1,1212.98,414.94,11.740000000000009,28.00999999999999
43,2,1140.28,411.74,27.579999999999927,10.349999999999966
43,3,1490.45,434.02,16.889999999999873,19.860000000000014
43,4,1080.11,333.9,18.52000000000021,8.28000000000003
43,5,1218.74,313.43,15.8599999999999,14.300000000000011
43,6,1212.03,316.63,21.329999999999927,12.600000000000023
43,7,1075.06,497.98,21.690000000000055,13.019999999999982
43,8,1078.14,477.75,25.319999999999936,7.759999999999991
43,9,1180.49,587.24,29.0,16.980000000000018
44,1,1212.98,414.9,11.400000000000091,28.33000000000004
44,2,1140.02,411.67,27.579999999999927,10.339999999999975
44,3,1490.52,434.07,16.88000000000011,19.860000000000014
44,4,1080.11,333.82,18.50999999999999,8.319999999999993
44,5,1218.68,313.15,15.740000000000009,14.390000000000043
44,6,1212.05,316.57,21.180000000000064,12.680000000000007
44,7,1075.19,497.95,21.710000000000036,13.069999999999993
44,8,1077.82,477.78,25.5,7.770000000000039
44,9,1180.26,587.14,28.90000000000009,17.16999999999996
45,1,1212.98,414.86,11.059999999999945,28.649999999999977
45,2,1139.76,411.59,27.579999999999927,10.340000000000032
45,3,1490.6,434.12,16.860000000000127,19.860000000000014
45,4,1080.11,333.74,18.50999999999999,8.360000000000014
45,5,1218.63,312.87,15.6099999999999,14.46999999999997
45,6,1212.07,316.5,21.029999999999973,12.759999999999991
45,7,1075.33,497.92,21.730000000000018,13.129999999999995
45,8,1077.49,477.82,25.700000000000045,7.759999999999991
45,9,1180.02,587.05,28.819999999999936,17.340000000000032
46,1,1212.98,414.81,10.720000000000027,28.980000000000018
46,2,1139.5,411.51,27.579999999999927,10.340000000000032
46,3,1490.67,434.17,16.84999999999991,19.859999999999957
46,4,1080.11,333.65,18.5,8.410000000000025
46,5,1218.58,312.59,15.480000000000018,14.560000000000002
46,6,1212.09,316.43,20.8900000000001,12.849999999999966
46,7,1075.47,497.89,21.74000000000001,13.180000000000007
46,8,1077.17,477.85,25.889999999999873,7.769999999999982
46,9,1179.79,586.95,28.730000000000018,17.529999999999973
47,1,1212.98,414.77,10.379999999999882,29.30000000000001
47,2,1139.24,411.43,27.589999999999918,10.349999999999966
47,3,1490.75,434.22,16.839999999999918,19.859999999999957
47,4,1080.11,333.57,18.5,8.449999999999989
47,5,1218.53,312.3,15.350000000000136,14.659999999999968
47,6,1212.1,316.36,20.75,12.939999999999998
47,7,1075.61,497.86,21.75999999999999,13.240000000000009
47,8,1076.85,477.89,26.080000000000155,7.759999999999991
47,9,1179.55,586.85,28.65000000000009,17.720000000000027
48,1,1212.98,414.73,10.039999999999964,29.620000000000005
48,2,1138.98,411.36,27.589999999999918,10.339999999999975
48,3,1490.82,434.27,16.830000000000155,19.860000000000014
48,4,1080.11,333.49,18.5,8.5
48,5,1218.48,312.02,15.220000000000027,14.740000000000009
48,6,1212.12,316.29,20.600000000000136,13.029999999999973
48,7,1075.74,497.83,21.789999999999964,13.29000000000002
48,8,1076.53,477.93,26.269999999999982,7.759999999999991
48,9,1179.31,586.76,28.559999999999945,17.889999999999986
49,1,1212.98,414.69,9.700000000000045,29.94999999999999
49,2,1138.73,411.28,27.579999999999927,10.340000000000032
49,3,1490.9,434.32,16.809999999999945,19.860000000000014
49,4,1080.11,333.4,18.49000000000001,8.550000000000011
49,5,1218.43,311.74,15.089999999999918,14.829999999999984
49,6,1212.14,316.22,20.449999999999818,13.119999999999948
49,7,1075.88,497.8,21.799999999999955,13.349999999999966
49,8,1076.2,477.96,26.460000000000036,7.770000000000039
49,9,1179.08,586.66,28.470000000000027,18.08000000000004
50,1,1212.98,414.64,9.3599999999999,30.28000000000003
50,2,1138.47,411.2,27.579999999999927,10.340000000000032
50,3,1490.97,434.37,16.809999999999945,19.860000000000014
50,4,1080.11,333.32,18.49000000000001,8.590000000000032
50,5,1218.37,311.46,14.970000000000027,14.920000000000016
50,6,1212.16,316.16,20.299999999999955,13.199999999999989
50,7,1076.02,497.77,21.819999999999936,13.400000000000034
50,8,1075.88,478.0,26.649999999999864,7.759999999999991
50,9,1178.84,586.56,28.3900000000001,18.260000000000105
51,1,1212.98,414.6,9.019999999999982,30.599999999999966
51,2,1138.21,411.12,27.579999999999927,10.350000000000023
51,3,1491.04,434.42,16.799999999999955,19.859999999999957
51,4,1080.11,333.24,18.480000000000018,8.629999999999995
51,5,1218.32,311.17,14.840000000000146,15.019999999999982
51,6,1212.18,316.09,20.159999999999854,13.28000000000003
51,7,1076.16,497.74,21.829999999999927,13.449999999999989
51,8,1075.56,478.03,26.840000000000146,7.770000000000039
51,9,1178.6,586.47,28.310000000000173,18.43999999999994
52,1,1212.9,414.76,9.089999999999918,30.600000000000023
52,2,1138.13,411.17,27.48999999999978,10.479999999999961
52,3,1491.08,434.5,16.789999999999964,19.860000000000014
52,4,1080.11,333.16,18.480000000000018,8.669999999999959
52,5,1218.27,310.89,14.710000000000036,15.100000000000023
52,6,1212.19,316.02,20.019999999999982,13.370000000000005
52,7,1076.16,497.76,21.839999999999918,13.449999999999989
52,8,1075.32,478.04,26.840000000000146,7.759999999999991
52,9,1178.37,586.37,28.220000000000027,18.629999999999995
53,1,1212.82,414.92,9.160000000000082,30.599999999999966
53,2,1138.06,411.22,27.3900000000001,10.609999999999957
53,3,1491.12,434.58,16.79000000000019,19.860000000000014
53,4,1080.11,333.07,18.480000000000018,8.720000000000027
53,5,1218.22,310.61,14.579999999999927,15.189999999999998
53,6,1212.21,315.95,19.86999999999989,13.460000000000036
53,7,1076.17,497.78,21.839999999999918,13.450000000000045
53,8,1075.08,478.04,26.840000000000146,7.759999999999991
53,9,1178.13,586.27,28.12999999999988,18.81000000000006
54,1,1212.73,415.08,9.230000000000018,30.600000000000023
54,2,1137.98,411.27,27.299999999999955,10.75
54,3,1491.15,434.66,16.789999999999964,19.859999999999957
54,4,1080.11,332.99,18.470000000000027,8.759999999999991
54,5,1218.14,310.39,14.599999999999909,15.330000000000041
54,6,1212.23,315.88,19.720000000000027,13.550000000000011
54,7,1076.18,497.8,21.839999999999918,13.449999999999989
